index	sentence	label
28	Soft drusen and subretinal drusenoid deposits detected by SD-OCT were found to be independently correlated with @Disease$ (soft drusen odds ratio = 16.66 [P<0.001]; subretinal drusenoid deposits as detected by @Diagnostic_tool$ odds ratio = 2.64 [P = 0.034]).	0
29	Study eye progression to PDR based on a composite clinical outcome of (1) progression from nonproliferative diabetic retinopathy (NPDR) to @Disease$ based on graded @Diagnostic_tool$, (2) panretinal photocoagulation (PRP), or (3) pars plana vitrectomy (PPV) for PDR; and study eye changes on the DRSS.	1
30	Study eye progression to PDR based on a composite clinical outcome of (1) progression from nonproliferative diabetic retinopathy (NPDR) to @Disease$ based on graded fundus photographs, (2) panretinal photocoagulation (@Diagnostic_tool$), or (3) pars plana vitrectomy (PPV) for PDR; and study eye changes on the DRSS.	0
31	Study eye progression to PDR based on a composite clinical outcome of (1) progression from nonproliferative diabetic retinopathy (NPDR) to @Disease$ based on graded fundus photographs, (2) @Diagnostic_tool$ (PRP), or (3) pars plana vitrectomy (PPV) for PDR; and study eye changes on the DRSS.	0
32	Study eye progression to PDR based on a composite clinical outcome of (1) progression from nonproliferative diabetic retinopathy (NPDR) to @Disease$ based on graded fundus photographs, (2) panretinal photocoagulation (PRP), or (3) @Diagnostic_tool$ (PPV) for PDR; and study eye changes on the DRSS.	0
33	Study eye progression to PDR based on a composite clinical outcome of (1) progression from nonproliferative diabetic retinopathy (NPDR) to @Disease$ based on graded fundus photographs, (2) panretinal photocoagulation (PRP), or (3) pars plana vitrectomy (@Diagnostic_tool$) for PDR; and study eye changes on the DRSS.	0
34	Study eye progression to PDR based on a composite clinical outcome of (1) progression from @Disease$ (NPDR) to PDR based on graded @Diagnostic_tool$, (2) panretinal photocoagulation (PRP), or (3) pars plana vitrectomy (PPV) for PDR; and study eye changes on the DRSS.	1
35	Study eye progression to PDR based on a composite clinical outcome of (1) progression from @Disease$ (NPDR) to PDR based on graded fundus photographs, (2) panretinal photocoagulation (@Diagnostic_tool$), or (3) pars plana vitrectomy (PPV) for PDR; and study eye changes on the DRSS.	0
36	Study eye progression to PDR based on a composite clinical outcome of (1) progression from @Disease$ (NPDR) to PDR based on graded fundus photographs, (2) @Diagnostic_tool$ (PRP), or (3) pars plana vitrectomy (PPV) for PDR; and study eye changes on the DRSS.	0
37	Study eye progression to PDR based on a composite clinical outcome of (1) progression from @Disease$ (NPDR) to PDR based on graded fundus photographs, (2) panretinal photocoagulation (PRP), or (3) @Diagnostic_tool$ (PPV) for PDR; and study eye changes on the DRSS.	0
38	Study eye progression to PDR based on a composite clinical outcome of (1) progression from @Disease$ (NPDR) to PDR based on graded fundus photographs, (2) panretinal photocoagulation (PRP), or (3) pars plana vitrectomy (@Diagnostic_tool$) for PDR; and study eye changes on the DRSS.	0
39	Study eye progression to @Disease$ based on a composite clinical outcome of (1) progression from nonproliferative diabetic retinopathy (NPDR) to PDR based on graded @Diagnostic_tool$, (2) panretinal photocoagulation (PRP), or (3) pars plana vitrectomy (PPV) for PDR; and study eye changes on the DRSS.	0
40	Study eye progression to @Disease$ based on a composite clinical outcome of (1) progression from nonproliferative diabetic retinopathy (NPDR) to PDR based on graded fundus photographs, (2) panretinal photocoagulation (@Diagnostic_tool$), or (3) pars plana vitrectomy (PPV) for PDR; and study eye changes on the DRSS.	1
41	Study eye progression to @Disease$ based on a composite clinical outcome of (1) progression from nonproliferative diabetic retinopathy (NPDR) to PDR based on graded fundus photographs, (2) @Diagnostic_tool$ (PRP), or (3) pars plana vitrectomy (PPV) for PDR; and study eye changes on the DRSS.	1
42	Study eye progression to @Disease$ based on a composite clinical outcome of (1) progression from nonproliferative diabetic retinopathy (NPDR) to PDR based on graded fundus photographs, (2) panretinal photocoagulation (PRP), or (3) @Diagnostic_tool$ (PPV) for PDR; and study eye changes on the DRSS.	0
43	Study eye progression to @Disease$ based on a composite clinical outcome of (1) progression from nonproliferative diabetic retinopathy (NPDR) to PDR based on graded fundus photographs, (2) panretinal photocoagulation (PRP), or (3) pars plana vitrectomy (@Diagnostic_tool$) for PDR; and study eye changes on the DRSS.	0
44	Study eye progression to PDR based on a composite clinical outcome of (1) progression from nonproliferative diabetic retinopathy (@Disease$) to PDR based on graded @Diagnostic_tool$, (2) panretinal photocoagulation (PRP), or (3) pars plana vitrectomy (PPV) for PDR; and study eye changes on the DRSS.	1
45	Study eye progression to PDR based on a composite clinical outcome of (1) progression from nonproliferative diabetic retinopathy (@Disease$) to PDR based on graded fundus photographs, (2) panretinal photocoagulation (@Diagnostic_tool$), or (3) pars plana vitrectomy (PPV) for PDR; and study eye changes on the DRSS.	0
46	Study eye progression to PDR based on a composite clinical outcome of (1) progression from nonproliferative diabetic retinopathy (@Disease$) to PDR based on graded fundus photographs, (2) @Diagnostic_tool$ (PRP), or (3) pars plana vitrectomy (PPV) for PDR; and study eye changes on the DRSS.	0
47	Study eye progression to PDR based on a composite clinical outcome of (1) progression from nonproliferative diabetic retinopathy (@Disease$) to PDR based on graded fundus photographs, (2) panretinal photocoagulation (PRP), or (3) @Diagnostic_tool$ (PPV) for PDR; and study eye changes on the DRSS.	0
48	Study eye progression to PDR based on a composite clinical outcome of (1) progression from nonproliferative diabetic retinopathy (@Disease$) to PDR based on graded fundus photographs, (2) panretinal photocoagulation (PRP), or (3) pars plana vitrectomy (@Diagnostic_tool$) for PDR; and study eye changes on the DRSS.	0
49	Study eye progression to PDR based on a composite clinical outcome of (1) progression from nonproliferative diabetic retinopathy (NPDR) to PDR based on graded @Diagnostic_tool$, (2) panretinal photocoagulation (PRP), or (3) pars plana vitrectomy (PPV) for @Disease$; and study eye changes on the DRSS.	0
50	Study eye progression to PDR based on a composite clinical outcome of (1) progression from nonproliferative diabetic retinopathy (NPDR) to PDR based on graded fundus photographs, (2) panretinal photocoagulation (@Diagnostic_tool$), or (3) pars plana vitrectomy (PPV) for @Disease$; and study eye changes on the DRSS.	0
51	Study eye progression to PDR based on a composite clinical outcome of (1) progression from nonproliferative diabetic retinopathy (NPDR) to PDR based on graded fundus photographs, (2) @Diagnostic_tool$ (PRP), or (3) pars plana vitrectomy (PPV) for @Disease$; and study eye changes on the DRSS.	0
52	Study eye progression to PDR based on a composite clinical outcome of (1) progression from nonproliferative diabetic retinopathy (NPDR) to PDR based on graded fundus photographs, (2) panretinal photocoagulation (PRP), or (3) @Diagnostic_tool$ (PPV) for @Disease$; and study eye changes on the DRSS.	1
53	Study eye progression to PDR based on a composite clinical outcome of (1) progression from nonproliferative diabetic retinopathy (NPDR) to PDR based on graded fundus photographs, (2) panretinal photocoagulation (PRP), or (3) pars plana vitrectomy (@Diagnostic_tool$) for @Disease$; and study eye changes on the DRSS.	1
54	The Age-Related Eye Disease Study severity scale for age-related macular degeneration: AREDS Report No. 17  Objective: To develop a @Diagnostic_tool$ severity scale for @Disease$ (AMD).	1
55	The Age-Related Eye Disease Study severity scale for age-related macular degeneration: AREDS Report No. 17  Objective: To develop a @Diagnostic_tool$ severity scale for age-related macular degeneration (@Disease$).	1
56	The Age-Related Eye Disease Study severity scale for @Disease$: AREDS Report No. 17  Objective: To develop a @Diagnostic_tool$ severity scale for age-related macular degeneration (AMD).	0
57	@Diagnostic_tool$ were graded for drusen characteristics (size, type, area), pigmentary abnormalities (increased pigment, depigmentation, geographic atrophy), and presence of abnormalities characteristic of @Disease$ (retinal pigment epithelial detachment, serous or hemorrhagic sensory retinal detachment, subretinal or sub-retinal pigment epithelial hemorrhage, subretinal fibrous tissue).	0
58	Progression of geographic atrophy in @Disease$ imaged with @Diagnostic_tool$.	0
59	To determine the area and enlargement rate (ER) of geographic atrophy (GA) in patients with age-related macular degeneration (@Disease$) using the @Diagnostic_tool$.	0
60	To determine the area and enlargement rate (ER) of geographic atrophy (GA) in patients with @Disease$ (AMD) using the @Diagnostic_tool$.	0
61	To study the association between pathomorphology at the foveal center delineated by spectral domain optical coherence tomography (@Diagnostic_tool$) and vascular changes around the fovea in fluorescein angiography (FA) in patients with @Disease$ (DME).	0
62	To study the association between pathomorphology at the foveal center delineated by spectral domain optical coherence tomography (SD-OCT) and vascular changes around the fovea in @Diagnostic_tool$ (FA) in patients with @Disease$ (DME).	0
63	To study the association between pathomorphology at the foveal center delineated by spectral domain optical coherence tomography (SD-OCT) and vascular changes around the fovea in fluorescein angiography (@Diagnostic_tool$) in patients with @Disease$ (DME).	0
64	To study the association between pathomorphology at the foveal center delineated by @Diagnostic_tool$ (SD-OCT) and vascular changes around the fovea in fluorescein angiography (FA) in patients with @Disease$ (DME).	0
65	To study the association between pathomorphology at the foveal center delineated by spectral domain optical coherence tomography (@Diagnostic_tool$) and vascular changes around the fovea in fluorescein angiography (FA) in patients with diabetic macular edema (@Disease$).	0
66	To study the association between pathomorphology at the foveal center delineated by spectral domain optical coherence tomography (SD-OCT) and vascular changes around the fovea in @Diagnostic_tool$ (FA) in patients with diabetic macular edema (@Disease$).	0
67	To study the association between pathomorphology at the foveal center delineated by spectral domain optical coherence tomography (SD-OCT) and vascular changes around the fovea in fluorescein angiography (@Diagnostic_tool$) in patients with diabetic macular edema (@Disease$).	0
68	To study the association between pathomorphology at the foveal center delineated by @Diagnostic_tool$ (SD-OCT) and vascular changes around the fovea in fluorescein angiography (FA) in patients with diabetic macular edema (@Disease$).	0
69	Consecutive series of 86 eyes from 72 patients with clinically significant macular edema (@Disease$) on which SD-OCT and @Diagnostic_tool$ were performed on the same day.	0
70	Consecutive series of 86 eyes from 72 patients with clinically significant macular edema (@Disease$) on which @Diagnostic_tool$ and FA were performed on the same day.	1
71	Consecutive series of 86 eyes from 72 patients with @Disease$ (CSME) on which SD-OCT and @Diagnostic_tool$ were performed on the same day.	1
72	Consecutive series of 86 eyes from 72 patients with @Disease$ (CSME) on which @Diagnostic_tool$ and FA were performed on the same day.	1
73	According to the foveal morphology in @Diagnostic_tool$, 44 eyes presented foveal cystoid spaces (@Disease$ [CME]), 25 eyes had serous retinal detachment (SRD) at the foveal center, and 17 eyes had foveal thickening without cystoid spaces or retinal detachment (retinal swelling).	1
74	According to the foveal morphology in @Diagnostic_tool$, 44 eyes presented foveal cystoid spaces (cystoid macular edema [@Disease$]), 25 eyes had serous retinal detachment (SRD) at the foveal center, and 17 eyes had foveal thickening without cystoid spaces or retinal detachment (retinal swelling).	1
75	Foveal ganglion cell layer damage in @Disease$: correlation of @Diagnostic_tool$ and anatomic changes.	0
76	To describe the morphologic features of @Disease$ by high-resolution optical coherence tomography (OCT) and their correlation with the damaged foveal avascular zone (FAZ) on @Diagnostic_tool$ (FA).	0
77	To describe the morphologic features of @Disease$ by high-resolution optical coherence tomography (OCT) and their correlation with the damaged foveal avascular zone (FAZ) on fluorescein angiography (@Diagnostic_tool$).	0
78	To describe the morphologic features of @Disease$ by high-resolution optical coherence tomography (@Diagnostic_tool$) and their correlation with the damaged foveal avascular zone (FAZ) on fluorescein angiography (FA).	1
79	To describe the morphologic features of @Disease$ by @Diagnostic_tool$ (OCT) and their correlation with the damaged foveal avascular zone (FAZ) on fluorescein angiography (FA).	1
80	One hundred twenty-four eyes of 63 patients with @Disease$ and acceptable @Diagnostic_tool$ and OCT images were studied.	1
81	One hundred twenty-four eyes of 63 patients with @Disease$ and acceptable FA and @Diagnostic_tool$ were studied.	1
82	Among the 124 eyes with @Disease$, 62 (50%) had @Diagnostic_tool$ evidence of either FAZ damage higher than grade 1 or FAZ capillary loss.	0
83	Evidence of foveal GCL damage on @Diagnostic_tool$ is a good indicator of macular ischemic damage in eyes with @Disease$.	0
