index	sentence	label
24	To use @Diagnostic_tool$ (SD-OCT) to investigate risk factors predictive for the development of atrophy of drusenoid lesions (DLs) (drusen and drusenoid pigment epithelium detachment) in eyes with @Disease$ (NNVAMD).	0
25	To use spectral domain optical coherence tomography (@Diagnostic_tool$) to investigate risk factors predictive for the development of atrophy of drusenoid lesions (DLs) (drusen and drusenoid pigment epithelium detachment) in eyes with non-neovascular age-related macular degeneration (@Disease$).	0
26	To use @Diagnostic_tool$ (SD-OCT) to investigate risk factors predictive for the development of atrophy of drusenoid lesions (DLs) (drusen and drusenoid pigment epithelium detachment) in eyes with non-neovascular age-related macular degeneration (@Disease$).	0
27	Patients with @Disease$ who underwent registered @Diagnostic_tool$ over a minimum period of 6 months were reviewed.	1
28	The clinical dataset for fluid detection consisted of 1200 @Diagnostic_tool$ of patients with @Disease$ (AMD, n = 400), diabetic macular edema (DME, n = 400), or retinal vein occlusion (RVO, n = 400) acquired with Zeiss Cirrus (Carl Zeiss Meditec, Dublin, CA) (n = 600) or Heidelberg Spectralis (Heidelberg Engineering, Heidelberg, Germany) (n = 600) OCT devices.	0
29	The clinical dataset for fluid detection consisted of 1200 OCT volumes of patients with @Disease$ (AMD, n = 400), diabetic macular edema (DME, n = 400), or retinal vein occlusion (RVO, n = 400) acquired with Zeiss Cirrus (Carl Zeiss Meditec, Dublin, CA) (n = 600) or @Diagnostic_tool$ (Heidelberg Engineering, Heidelberg, Germany) (n = 600) OCT devices.	0
30	The clinical dataset for fluid detection consisted of 1200 OCT volumes of patients with @Disease$ (AMD, n = 400), diabetic macular edema (DME, n = 400), or retinal vein occlusion (RVO, n = 400) acquired with @Diagnostic_tool$ (Carl Zeiss Meditec, Dublin, CA) (n = 600) or Heidelberg Spectralis (Heidelberg Engineering, Heidelberg, Germany) (n = 600) OCT devices.	0
31	The clinical dataset for fluid detection consisted of 1200 OCT volumes of patients with @Disease$ (AMD, n = 400), diabetic macular edema (DME, n = 400), or retinal vein occlusion (RVO, n = 400) acquired with Zeiss Cirrus (Carl Zeiss Meditec, Dublin, CA) (n = 600) or Heidelberg Spectralis (Heidelberg Engineering, Heidelberg, Germany) (n = 600) @Diagnostic_tool$ devices.	0
32	The clinical dataset for fluid detection consisted of 1200 @Diagnostic_tool$ of patients with neovascular age-related macular degeneration (@Disease$, n = 400), diabetic macular edema (DME, n = 400), or retinal vein occlusion (RVO, n = 400) acquired with Zeiss Cirrus (Carl Zeiss Meditec, Dublin, CA) (n = 600) or Heidelberg Spectralis (Heidelberg Engineering, Heidelberg, Germany) (n = 600) OCT devices.	0
33	The clinical dataset for fluid detection consisted of 1200 OCT volumes of patients with neovascular age-related macular degeneration (@Disease$, n = 400), diabetic macular edema (DME, n = 400), or retinal vein occlusion (RVO, n = 400) acquired with Zeiss Cirrus (Carl Zeiss Meditec, Dublin, CA) (n = 600) or @Diagnostic_tool$ (Heidelberg Engineering, Heidelberg, Germany) (n = 600) OCT devices.	0
34	The clinical dataset for fluid detection consisted of 1200 OCT volumes of patients with neovascular age-related macular degeneration (@Disease$, n = 400), diabetic macular edema (DME, n = 400), or retinal vein occlusion (RVO, n = 400) acquired with @Diagnostic_tool$ (Carl Zeiss Meditec, Dublin, CA) (n = 600) or Heidelberg Spectralis (Heidelberg Engineering, Heidelberg, Germany) (n = 600) OCT devices.	0
35	The clinical dataset for fluid detection consisted of 1200 OCT volumes of patients with neovascular age-related macular degeneration (@Disease$, n = 400), diabetic macular edema (DME, n = 400), or retinal vein occlusion (RVO, n = 400) acquired with Zeiss Cirrus (Carl Zeiss Meditec, Dublin, CA) (n = 600) or Heidelberg Spectralis (Heidelberg Engineering, Heidelberg, Germany) (n = 600) @Diagnostic_tool$ devices.	0
36	The clinical dataset for fluid detection consisted of 1200 @Diagnostic_tool$ of patients with neovascular age-related macular degeneration (AMD, n = 400), diabetic macular edema (@Disease$, n = 400), or retinal vein occlusion (RVO, n = 400) acquired with Zeiss Cirrus (Carl Zeiss Meditec, Dublin, CA) (n = 600) or Heidelberg Spectralis (Heidelberg Engineering, Heidelberg, Germany) (n = 600) OCT devices.	0
37	The clinical dataset for fluid detection consisted of 1200 OCT volumes of patients with neovascular age-related macular degeneration (AMD, n = 400), diabetic macular edema (@Disease$, n = 400), or retinal vein occlusion (RVO, n = 400) acquired with Zeiss Cirrus (Carl Zeiss Meditec, Dublin, CA) (n = 600) or @Diagnostic_tool$ (Heidelberg Engineering, Heidelberg, Germany) (n = 600) OCT devices.	0
38	The clinical dataset for fluid detection consisted of 1200 OCT volumes of patients with neovascular age-related macular degeneration (AMD, n = 400), diabetic macular edema (@Disease$, n = 400), or retinal vein occlusion (RVO, n = 400) acquired with @Diagnostic_tool$ (Carl Zeiss Meditec, Dublin, CA) (n = 600) or Heidelberg Spectralis (Heidelberg Engineering, Heidelberg, Germany) (n = 600) OCT devices.	0
39	The clinical dataset for fluid detection consisted of 1200 OCT volumes of patients with neovascular age-related macular degeneration (AMD, n = 400), diabetic macular edema (@Disease$, n = 400), or retinal vein occlusion (RVO, n = 400) acquired with Zeiss Cirrus (Carl Zeiss Meditec, Dublin, CA) (n = 600) or Heidelberg Spectralis (Heidelberg Engineering, Heidelberg, Germany) (n = 600) @Diagnostic_tool$ devices.	0
40	The clinical dataset for fluid detection consisted of 1200 @Diagnostic_tool$ of patients with neovascular age-related macular degeneration (AMD, n = 400), @Disease$ (DME, n = 400), or retinal vein occlusion (RVO, n = 400) acquired with Zeiss Cirrus (Carl Zeiss Meditec, Dublin, CA) (n = 600) or Heidelberg Spectralis (Heidelberg Engineering, Heidelberg, Germany) (n = 600) OCT devices.	0
41	The clinical dataset for fluid detection consisted of 1200 OCT volumes of patients with neovascular age-related macular degeneration (AMD, n = 400), @Disease$ (DME, n = 400), or retinal vein occlusion (RVO, n = 400) acquired with Zeiss Cirrus (Carl Zeiss Meditec, Dublin, CA) (n = 600) or @Diagnostic_tool$ (Heidelberg Engineering, Heidelberg, Germany) (n = 600) OCT devices.	0
42	The clinical dataset for fluid detection consisted of 1200 OCT volumes of patients with neovascular age-related macular degeneration (AMD, n = 400), @Disease$ (DME, n = 400), or retinal vein occlusion (RVO, n = 400) acquired with @Diagnostic_tool$ (Carl Zeiss Meditec, Dublin, CA) (n = 600) or Heidelberg Spectralis (Heidelberg Engineering, Heidelberg, Germany) (n = 600) OCT devices.	0
43	The clinical dataset for fluid detection consisted of 1200 OCT volumes of patients with neovascular age-related macular degeneration (AMD, n = 400), @Disease$ (DME, n = 400), or retinal vein occlusion (RVO, n = 400) acquired with Zeiss Cirrus (Carl Zeiss Meditec, Dublin, CA) (n = 600) or Heidelberg Spectralis (Heidelberg Engineering, Heidelberg, Germany) (n = 600) @Diagnostic_tool$ devices.	0
44	The clinical dataset for fluid detection consisted of 1200 @Diagnostic_tool$ of patients with neovascular age-related macular degeneration (AMD, n = 400), diabetic macular edema (DME, n = 400), or retinal vein occlusion (@Disease$, n = 400) acquired with Zeiss Cirrus (Carl Zeiss Meditec, Dublin, CA) (n = 600) or Heidelberg Spectralis (Heidelberg Engineering, Heidelberg, Germany) (n = 600) OCT devices.	0
45	The clinical dataset for fluid detection consisted of 1200 OCT volumes of patients with neovascular age-related macular degeneration (AMD, n = 400), diabetic macular edema (DME, n = 400), or retinal vein occlusion (@Disease$, n = 400) acquired with Zeiss Cirrus (Carl Zeiss Meditec, Dublin, CA) (n = 600) or @Diagnostic_tool$ (Heidelberg Engineering, Heidelberg, Germany) (n = 600) OCT devices.	0
46	The clinical dataset for fluid detection consisted of 1200 OCT volumes of patients with neovascular age-related macular degeneration (AMD, n = 400), diabetic macular edema (DME, n = 400), or retinal vein occlusion (@Disease$, n = 400) acquired with @Diagnostic_tool$ (Carl Zeiss Meditec, Dublin, CA) (n = 600) or Heidelberg Spectralis (Heidelberg Engineering, Heidelberg, Germany) (n = 600) OCT devices.	0
47	The clinical dataset for fluid detection consisted of 1200 OCT volumes of patients with neovascular age-related macular degeneration (AMD, n = 400), diabetic macular edema (DME, n = 400), or retinal vein occlusion (@Disease$, n = 400) acquired with Zeiss Cirrus (Carl Zeiss Meditec, Dublin, CA) (n = 600) or Heidelberg Spectralis (Heidelberg Engineering, Heidelberg, Germany) (n = 600) @Diagnostic_tool$ devices.	0
48	The clinical dataset for fluid detection consisted of 1200 @Diagnostic_tool$ of patients with neovascular age-related macular degeneration (AMD, n = 400), diabetic macular edema (DME, n = 400), or @Disease$ (RVO, n = 400) acquired with Zeiss Cirrus (Carl Zeiss Meditec, Dublin, CA) (n = 600) or Heidelberg Spectralis (Heidelberg Engineering, Heidelberg, Germany) (n = 600) OCT devices.	0
49	The clinical dataset for fluid detection consisted of 1200 OCT volumes of patients with neovascular age-related macular degeneration (AMD, n = 400), diabetic macular edema (DME, n = 400), or @Disease$ (RVO, n = 400) acquired with Zeiss Cirrus (Carl Zeiss Meditec, Dublin, CA) (n = 600) or @Diagnostic_tool$ (Heidelberg Engineering, Heidelberg, Germany) (n = 600) OCT devices.	0
50	The clinical dataset for fluid detection consisted of 1200 OCT volumes of patients with neovascular age-related macular degeneration (AMD, n = 400), diabetic macular edema (DME, n = 400), or @Disease$ (RVO, n = 400) acquired with @Diagnostic_tool$ (Carl Zeiss Meditec, Dublin, CA) (n = 600) or Heidelberg Spectralis (Heidelberg Engineering, Heidelberg, Germany) (n = 600) OCT devices.	0
51	The clinical dataset for fluid detection consisted of 1200 OCT volumes of patients with neovascular age-related macular degeneration (AMD, n = 400), diabetic macular edema (DME, n = 400), or @Disease$ (RVO, n = 400) acquired with Zeiss Cirrus (Carl Zeiss Meditec, Dublin, CA) (n = 600) or Heidelberg Spectralis (Heidelberg Engineering, Heidelberg, Germany) (n = 600) @Diagnostic_tool$ devices.	0
52	@Diagnostic_tool$ in retinal image analysis achieves excellent accuracy for the differential detection of retinal fluid types across the most prevalent @Disease$ and OCT devices.	0
53	Deep learning in r@Diagnostic_tool$ achieves excellent accuracy for the differential detection of retinal fluid types across the most prevalent @Disease$ and OCT devices.	0
54	Deep learning in retinal image analysis achieves excellent accuracy for the differential detection of retinal fluid types across the most prevalent @Disease$ and @Diagnostic_tool$ devices.	0
55	Visual Field Change and 24-Hour IOP-Related Profile with a @Diagnostic_tool$ in Treated @Disease$ Patients.	0
56	To test the hypothesis that a 24-hour recording of intraocular pressure (IOP)-related measurements derived from a @Diagnostic_tool$ (CLS) correlates to the rate of visual field progression in treated @Disease$ eyes.	0
57	To test the hypothesis that a 24-hour recording of intraocular pressure (IOP)-related measurements derived from a contact lens sensor (@Diagnostic_tool$) correlates to the rate of visual field progression in treated @Disease$ eyes.	0
58	Forty treated @Disease$ patients with 8 or more 24-2 @Diagnostic_tool$.	0
59	Intraocular pressure-related parameters obtained with 24-hour recording with a @Diagnostic_tool$ were associated with the rate of visual field progression in treated @Disease$ eyes.	0
60	@Disease$ could be classified into 3 stages, based on characteristics on ophthalmoscopy, FAF, @Diagnostic_tool$, and OCT, as well as on results of electrophysiologic analysis.	1
61	@Disease$ could be classified into 3 stages, based on characteristics on ophthalmoscopy, FAF, FA, and OCT, as well as on results of @Diagnostic_tool$.	1
62	@Disease$ could be classified into 3 stages, based on characteristics on @Diagnostic_tool$, FAF, FA, and OCT, as well as on results of electrophysiologic analysis.	1
63	@Disease$ could be classified into 3 stages, based on characteristics on ophthalmoscopy, @Diagnostic_tool$, FA, and OCT, as well as on results of electrophysiologic analysis.	1
64	@Disease$ could be classified into 3 stages, based on characteristics on ophthalmoscopy, FAF, FA, and @Diagnostic_tool$, as well as on results of electrophysiologic analysis.	1
65	Relative to GA margins in @Disease$ with GA, @Diagnostic_tool$ provides adequate resolution for quantifying PR loss.	0
66	To examine the relationship of optical coherence tomography (@Diagnostic_tool$) measured macular thickness to @Disease$ severity in patients with diabetes and no clinically detectable macular edema.	0
67	To examine the relationship of @Diagnostic_tool$ (OCT) measured macular thickness to @Disease$ severity in patients with diabetes and no clinically detectable macular edema.	0
68	To examine the relationship of optical coherence tomography (@Diagnostic_tool$) measured macular thickness to retinopathy severity in patients with @Disease$ and no clinically detectable macular edema.	0
69	To examine the relationship of @Diagnostic_tool$ (OCT) measured macular thickness to retinopathy severity in patients with @Disease$ and no clinically detectable macular edema.	0
70	To examine the relationship of optical coherence tomography (@Diagnostic_tool$) measured macular thickness to retinopathy severity in patients with diabetes and no clinically detectable @Disease$.	0
71	To examine the relationship of @Diagnostic_tool$ (OCT) measured macular thickness to retinopathy severity in patients with diabetes and no clinically detectable @Disease$.	0
72	For increasing @Disease$ severity, the probability of macular thickening detected by @Diagnostic_tool$ but not detected by clinical examination increased.	0
73	Fifteen percent of eyes with @Disease$ and no clinically detected edema had @Diagnostic_tool$-measured macular thickening.	0
74	Fifteen percent of eyes with severe nonproliferative or proliferative retinopathy and no clinically detected @Disease$ had @Diagnostic_tool$-measured macular thickening.	0
75	Because @Diagnostic_tool$ measurements are gender dependent, gender balance or statistical adjustment for gender imbalances of compared groups in OCT studies of @Disease$ is important.	0
76	Because OCT measurements are gender dependent, gender balance or statistical adjustment for gender imbalances of compared groups in @Diagnostic_tool$ studies of @Disease$ is important.	1
77	Except for an individual baseline measurement possibly useful for longitudinal comparison, the data suggest that there is little reason routinely to obtain @Diagnostic_tool$ in eyes with @Disease$ and no retinopathy or mild to moderate diabetic retinopathy when clinical examination fails to show macular edema.	0
78	Except for an individual baseline measurement possibly useful for longitudinal comparison, the data suggest that there is little reason routinely to obtain @Diagnostic_tool$ in eyes with diabetes and no retinopathy or @Disease$ when clinical examination fails to show macular edema.	1
79	Except for an individual baseline measurement possibly useful for longitudinal comparison, the data suggest that there is little reason routinely to obtain @Diagnostic_tool$ in eyes with diabetes and no @Disease$ or mild to moderate diabetic retinopathy when clinical examination fails to show macular edema.	1
80	Except for an individual baseline measurement possibly useful for longitudinal comparison, the data suggest that there is little reason routinely to obtain @Diagnostic_tool$ in eyes with diabetes and no retinopathy or mild to moderate diabetic retinopathy when clinical examination fails to show @Disease$.	1
81	Comparison of the clinical diagnosis of @Disease$ with diagnosis by @Diagnostic_tool$.	1
82	To compare the diagnosis of diabetic macular edema (@Disease$) by stereoscopic slit-lamp biomicroscopic examination of the fundus with a 78-diopter noncontact lens with diagnosis by @Diagnostic_tool$ (OCT).	1
83	To compare the diagnosis of diabetic macular edema (@Disease$) by @Diagnostic_tool$ of the fundus with a 78-diopter noncontact lens with diagnosis by optical coherence tomography (OCT).	1
84	To compare the diagnosis of diabetic macular edema (@Disease$) by stereoscopic slit-lamp biomicroscopic examination of the fundus with a 78-diopter noncontact lens with diagnosis by optical coherence tomography (@Diagnostic_tool$).	1
85	To compare the diagnosis of @Disease$ (DME) by stereoscopic slit-lamp biomicroscopic examination of the fundus with a 78-diopter noncontact lens with diagnosis by @Diagnostic_tool$ (OCT).	1
86	To compare the diagnosis of @Disease$ (DME) by @Diagnostic_tool$ of the fundus with a 78-diopter noncontact lens with diagnosis by optical coherence tomography (OCT).	1
87	To compare the diagnosis of @Disease$ (DME) by stereoscopic slit-lamp biomicroscopic examination of the fundus with a 78-diopter noncontact lens with diagnosis by optical coherence tomography (@Diagnostic_tool$).	1
88	The clinical detection of @Disease$ was less than detection by @Diagnostic_tool$.	1
89	The errors committed in clinical examination were primarily of the type in which clinical examination did not detect @Disease$ but @Diagnostic_tool$ did (58%-90%) for the 5 zones analyzed.	1
90	The current standard of care for @Disease$ detection, @Diagnostic_tool$ of the fundus, is less sensitive than OCT for detection of DME.	1
91	The current standard of care for @Disease$ detection, stereoscopic slit-lamp examination of the fundus, is less sensitive than @Diagnostic_tool$ for detection of DME.	1
92	The current standard of care for DME detection, @Diagnostic_tool$ of the fundus, is less sensitive than OCT for detection of @Disease$.	1
93	The current standard of care for DME detection, stereoscopic slit-lamp examination of the fundus, is less sensitive than @Diagnostic_tool$ for detection of @Disease$.	1
94	Because the principal therapy for @Disease$, focal laser photocoagulation, is mainly sight preserving and not sight restoring, the wider use of @Diagnostic_tool$ may beneficially impact visual disability from DME.	1
95	Because the principal therapy for DME, focal laser photocoagulation, is mainly sight preserving and not sight restoring, the wider use of @Diagnostic_tool$ may beneficially impact visual disability from @Disease$.	1
96	A MATLAB-based (The MathWorks, Inc, Natick, MA) computer program (the @Diagnostic_tool$) for automated detection of GCIPL thickness difference across the horizontal raphe was developed, and its @Disease$ diagnostic performance was assessed.	0
97	A positive @Diagnostic_tool$ result was observed more frequently in the @Disease$ eyes (74/79 preperimetric, 78/83 early perimetric) than in the normal eyes (1/65).	1
98	For @Disease$, the total number of CRB at the fovea and outside the fovea was 363 (63.7%) and 360 (63.2%), respectively, in @Diagnostic_tool$ and 428 (75.1%) and 426 (74.7%), respectively, in RLS (P < 0.0001 for both).	0
99	For @Disease$, the total number of CRB at the fovea and outside the fovea was 363 (63.7%) and 360 (63.2%), respectively, in FMTM and 428 (75.1%) and 426 (74.7%), respectively, in @Diagnostic_tool$ (P < 0.0001 for both).	0
100	For @Disease$ and RVO, the total number of CRB at the fovea and outside the fovea was 274 (87.8%) and 256 (82.1%), respectively, in @Diagnostic_tool$ and 287 (92.0%) and 270 (86.5%), respectively, in RLS (P = 0.11, P = 0.15, respectively).	0
101	For @Disease$ and RVO, the total number of CRB at the fovea and outside the fovea was 274 (87.8%) and 256 (82.1%), respectively, in FMTM and 287 (92.0%) and 270 (86.5%), respectively, in @Diagnostic_tool$ (P = 0.11, P = 0.15, respectively).	0
102	For DME and @Disease$, the total number of CRB at the fovea and outside the fovea was 274 (87.8%) and 256 (82.1%), respectively, in @Diagnostic_tool$ and 287 (92.0%) and 270 (86.5%), respectively, in RLS (P = 0.11, P = 0.15, respectively).	0
103	For DME and @Disease$, the total number of CRB at the fovea and outside the fovea was 274 (87.8%) and 256 (82.1%), respectively, in FMTM and 287 (92.0%) and 270 (86.5%), respectively, in @Diagnostic_tool$ (P = 0.11, P = 0.15, respectively).	0
104	Some 40% and 56% of automated foveal center point thicknesses on @Diagnostic_tool$ and RLS, respectively, were within +/-25 mum of the manual central retinal thickness for @Disease$ (P = 0.042), versus 94% and 81% for DME and RVO, respectively (P = 0.07).	0
105	Some 40% and 56% of automated foveal center point thicknesses on FMTM and @Diagnostic_tool$, respectively, were within +/-25 mum of the manual central retinal thickness for @Disease$ (P = 0.042), versus 94% and 81% for DME and RVO, respectively (P = 0.07).	0
106	Some 40% and 56% of automated foveal center point thicknesses on @Diagnostic_tool$ and RLS, respectively, were within +/-25 mum of the manual central retinal thickness for AMD (P = 0.042), versus 94% and 81% for @Disease$ and RVO, respectively (P = 0.07).	0
107	Some 40% and 56% of automated foveal center point thicknesses on FMTM and @Diagnostic_tool$, respectively, were within +/-25 mum of the manual central retinal thickness for AMD (P = 0.042), versus 94% and 81% for @Disease$ and RVO, respectively (P = 0.07).	0
108	Some 40% and 56% of automated foveal center point thicknesses on @Diagnostic_tool$ and RLS, respectively, were within +/-25 mum of the manual central retinal thickness for AMD (P = 0.042), versus 94% and 81% for DME and @Disease$, respectively (P = 0.07).	0
109	Some 40% and 56% of automated foveal center point thicknesses on FMTM and @Diagnostic_tool$, respectively, were within +/-25 mum of the manual central retinal thickness for AMD (P = 0.042), versus 94% and 81% for DME and @Disease$, respectively (P = 0.07).	0
110	For @Disease$, the @Diagnostic_tool$ protocol provides fewer segmentation errors than the FMTM protocol, and its automated retinal thickness values (e.g., foveal center point, central subfield) correlate better with manual retinal thickness measurement than FMTM.	0
111	For @Disease$, the RLS protocol provides fewer segmentation errors than the @Diagnostic_tool$ protocol, and its automated retinal thickness values (e.g., foveal center point, central subfield) correlate better with manual retinal thickness measurement than FMTM.	0
112	For @Disease$, the RLS protocol provides fewer segmentation errors than the FMTM protocol, and its automated retinal thickness values (e.g., foveal center point, central subfield) correlate better with manual retinal thickness measurement than @Diagnostic_tool$.	0
113	Comparison of the diagnostic accuracies of the @Diagnostic_tool$ devices in @Disease$.	1
114	To compare the diagnostic accuracies of retinal nerve fiber layer (RNFL) thickness measurements obtained with the @Diagnostic_tool$ (Heidelberg Engineering, Dossenheim, Germany), Cirrus (Carl Zeiss Meditec, Dublin, CA), and RTVue (Optovue Inc., Fremont, CA) devices for the detection of @Disease$.	1
115	To compare the diagnostic accuracies of retinal nerve fiber layer (RNFL) thickness measurements obtained with the Spectralis (Heidelberg Engineering, Dossenheim, Germany), Cirrus (Carl Zeiss Meditec, Dublin, CA), and @Diagnostic_tool$ (Optovue Inc., Fremont, CA) devices for the detection of @Disease$.	1
116	To compare the diagnostic accuracies of retinal nerve fiber layer (RNFL) thickness measurements obtained with the Spectralis (Heidelberg Engineering, Dossenheim, Germany), @Diagnostic_tool$ (Carl Zeiss Meditec, Dublin, CA), and RTVue (Optovue Inc., Fremont, CA) devices for the detection of @Disease$.	1
117	Although the @Diagnostic_tool$ (SD-OCT) instruments have different resolution and acquisition rates, their ability to detect @Disease$ was similar.	1
118	Although the spectral-domain optic coherence tomography (@Diagnostic_tool$) instruments have different resolution and acquisition rates, their ability to detect @Disease$ was similar.	1
119	For the @Disease$ subjects, the severity of the RNFL defect was graded on @Diagnostic_tool$ by 2 observers using a standardized protocol with a 3-level grading system.	0
120	Correlation of fundus autofluorescence with @Diagnostic_tool$ and vision in @Disease$.	1
121	Correlation of @Diagnostic_tool$ with spectral-domain optical coherence tomography and vision in @Disease$.	1
122	To investigate the correlation between fundus autofluorescence (FAF) and the results of @Diagnostic_tool$ (SD-OCT) as well as visual acuity (VA) in patients with @Disease$ (DME) and to determine the visual prognostic factors.	1
123	To investigate the correlation between fundus autofluorescence (@Diagnostic_tool$) and the results of spectral-domain optical coherence tomography (SD-OCT) as well as visual acuity (VA) in patients with @Disease$ (DME) and to determine the visual prognostic factors.	1
124	To investigate the correlation between fundus autofluorescence (FAF) and the results of spectral-domain optical coherence tomography (@Diagnostic_tool$) as well as visual acuity (VA) in patients with @Disease$ (DME) and to determine the visual prognostic factors.	1
125	To investigate the correlation between fundus autofluorescence (FAF) and the results of spectral-domain optical coherence tomography (SD-OCT) as well as @Diagnostic_tool$ (VA) in patients with @Disease$ (DME) and to determine the visual prognostic factors.	1
126	To investigate the correlation between fundus autofluorescence (FAF) and the results of spectral-domain optical coherence tomography (SD-OCT) as well as visual acuity (@Diagnostic_tool$) in patients with @Disease$ (DME) and to determine the visual prognostic factors.	1
127	To investigate the correlation between @Diagnostic_tool$ (FAF) and the results of spectral-domain optical coherence tomography (SD-OCT) as well as visual acuity (VA) in patients with @Disease$ (DME) and to determine the visual prognostic factors.	1
128	To investigate the correlation between fundus autofluorescence (FAF) and the results of @Diagnostic_tool$ (SD-OCT) as well as visual acuity (VA) in patients with diabetic macular edema (@Disease$) and to determine the visual prognostic factors.	1
129	To investigate the correlation between fundus autofluorescence (@Diagnostic_tool$) and the results of spectral-domain optical coherence tomography (SD-OCT) as well as visual acuity (VA) in patients with diabetic macular edema (@Disease$) and to determine the visual prognostic factors.	1
130	To investigate the correlation between fundus autofluorescence (FAF) and the results of spectral-domain optical coherence tomography (@Diagnostic_tool$) as well as visual acuity (VA) in patients with diabetic macular edema (@Disease$) and to determine the visual prognostic factors.	1
131	To investigate the correlation between fundus autofluorescence (FAF) and the results of spectral-domain optical coherence tomography (SD-OCT) as well as @Diagnostic_tool$ (VA) in patients with diabetic macular edema (@Disease$) and to determine the visual prognostic factors.	1
132	To investigate the correlation between fundus autofluorescence (FAF) and the results of spectral-domain optical coherence tomography (SD-OCT) as well as visual acuity (@Diagnostic_tool$) in patients with diabetic macular edema (@Disease$) and to determine the visual prognostic factors.	1
133	To investigate the correlation between @Diagnostic_tool$ (FAF) and the results of spectral-domain optical coherence tomography (SD-OCT) as well as visual acuity (VA) in patients with diabetic macular edema (@Disease$) and to determine the visual prognostic factors.	1
