index	sentence	label
58	One hundred four patients with @Disease$ who had undergone immediately sequential @Diagnostic_tool$-ICG videoangiography were selected in a consecutive fashion from the photographic files of the Casey Eye Institute.	1
59	One hundred four patients with @Disease$ who had undergone immediately sequential FA-@Diagnostic_tool$ were selected in a consecutive fashion from the photographic files of the Casey Eye Institute.	1
60	@Diagnostic_tool$ revealed only three eyes with poorly defined hypercyanescence of 200 fellow eyes in patients with unilateral @Disease$.	0
61	The cost-effectiveness of the @Disease$ telemedicine program was determined by using a finite-horizon, discrete time, discounted @Diagnostic_tool$ populated by parameters and testing frequency obtained from patient records.	0
62	With respect to the current epidemiologic situation in our area, @Diagnostic_tool$ and IgA-IPA in addition to McCoy cell culture techniques may represent valuable diagnostic tools for the detection of @Disease$.	1
63	With respect to the current epidemiologic situation in our area, FMAb and @Diagnostic_tool$ in addition to McCoy cell culture techniques may represent valuable diagnostic tools for the detection of @Disease$.	1
64	With respect to the current epidemiologic situation in our area, FMAb and IgA-IPA in addition to @Diagnostic_tool$ may represent valuable diagnostic tools for the detection of @Disease$.	1
65	Each participant matched @Diagnostic_tool$ of 40 healthy and 48 @Disease$ eyes to a visual field chosen from 4 options per disc.	0
66	Clinical grades assigned for 492 eyes of 246 patients with varying stages of @Disease$ were compared with grades obtained from @Diagnostic_tool$ evaluated by a reading center.	0
67	Reliability and validity of the CARMS system in grading various stages of @Disease$ based on @Diagnostic_tool$ and photography.	0
68	Reliability and validity of the CARMS system in grading various stages of @Disease$ based on clinical examination and @Diagnostic_tool$.	0
69	Diagnostic accuracy of the @Diagnostic_tool$ for @Disease$.	1
70	To determine the diagnostic accuracy of the @Diagnostic_tool$ in the diagnosis of @Disease$.	1
71	The @Diagnostic_tool$ allowed easy, rapid, and accurate discrimination between healthy and @Disease$ eyes.	1
72	Relationship between fluorescein pooling and @Diagnostic_tool$ reflectivity of cystoid spaces in @Disease$.	0
73	To study the characteristics of the reflectivity of the cystoid spaces and serous retinal detachment (SRD) on @Diagnostic_tool$ (SD-OCT) and the correlation with fluorescein findings in diabetic macular edema (@Disease$).	0
74	To study the characteristics of the reflectivity of the cystoid spaces and serous retinal detachment (SRD) on spectral-domain optical coherence tomography (@Diagnostic_tool$) and the correlation with fluorescein findings in diabetic macular edema (@Disease$).	0
75	To study the characteristics of the reflectivity of the cystoid spaces and serous retinal detachment (SRD) on @Diagnostic_tool$ (SD-OCT) and the correlation with fluorescein findings in @Disease$ (DME).	1
76	To study the characteristics of the reflectivity of the cystoid spaces and serous retinal detachment (SRD) on spectral-domain optical coherence tomography (@Diagnostic_tool$) and the correlation with fluorescein findings in @Disease$ (DME).	0
77	Consecutive 134 eyes of 114 patients with @Disease$ for whom @Diagnostic_tool$ and fluorescein angiography (FA) were performed on the same day.	1
78	Consecutive 134 eyes of 114 patients with @Disease$ for whom SD-OCT and @Diagnostic_tool$ (FA) were performed on the same day.	1
79	Consecutive 134 eyes of 114 patients with @Disease$ for whom SD-OCT and fluorescein angiography (@Diagnostic_tool$) were performed on the same day.	0
80	The results provided a novel interpretation of fluorescein pooling and @Diagnostic_tool$ characteristics of cystoid spaces and SRD in @Disease$ and suggested several mechanisms by which the blood-retinal barrier is disrupted and concomitant edematous changes develop.	1
81	Stereo nonmydriatic digital-video color retinal imaging compared with Early Treatment Diabetic Retinopathy Study seven @Diagnostic_tool$ for determining level of @Disease$.	1
82	@Diagnostic_tool$ compared with Early Treatment Diabetic Retinopathy Study seven standard field 35-mm stereo color photos for determining level of @Disease$.	1
83	To evaluate the ability to determine clinical levels of @Disease$, timing of next appropriate retinal evaluation, and necessity of referral to ophthalmology specialists using stereoscopic nonmydriatic digital-video color retinal images as compared with Early Treatment Diabetic Retinopathy Study (ETDRS) seven @Diagnostic_tool$.	1
84	To evaluate the ability to determine clinical levels of @Disease$, timing of next appropriate retinal evaluation, and necessity of referral to ophthalmology specialists using @Diagnostic_tool$ as compared with Early Treatment Diabetic Retinopathy Study (ETDRS) seven standard field 35-mm stereoscopic color fundus photographs.	1
85	@Diagnostic_tool$ and ETDRS photos were graded on a lesion-by-lesion basis by two independent, masked readers to assess ETDRS clinical level of @Disease$.	1
86	Joslin Vision Network images and @Diagnostic_tool$ were graded on a lesion-by-lesion basis by two independent, masked readers to assess ETDRS clinical level of @Disease$.	1
87	There was substantial agreement (kappa = 0.65) between the clinical level of @Disease$ assessed from the undilated JVN images and the @Diagnostic_tool$.	1
88	There was substantial agreement (kappa = 0.65) between the clinical level of @Disease$ assessed from the @Diagnostic_tool$ and the dilated ETDRS photos.	1
89	Undilated digital-video images using the @Diagnostic_tool$ system were comparable photographs for the determination of @Disease$ level.	1
90	@Diagnostic_tool$ using the JVN system were comparable photographs for the determination of @Disease$ level.	1
91	The results validate the agreement between @Diagnostic_tool$ and dilated ETDRS photographs and suggest that this digital technique may be an effective telemedicine tool for remotely determining the level of @Disease$, suggesting timing of next retinal evaluation and identifying the need for prompt referral to ophthalmology specialists.	1
92	The results validate the agreement between nonmydriatic JVN images and @Diagnostic_tool$ and suggest that this digital technique may be an effective telemedicine tool for remotely determining the level of @Disease$, suggesting timing of next retinal evaluation and identifying the need for prompt referral to ophthalmology specialists.	1
93	Thus, the @Diagnostic_tool$ system would be an appropriate tool for facilitating increased access of @Disease$ patients into recommended eye evaluations, but should not be construed as a paradigm that would replace the need for comprehensive eye examinations.	0
